loudness,speechiness,acousticness,liveness,valence
-6.366,0.0547,0.187,0.0927,0.559
-3.85,0.0482,0.00225,0.0966,0.588
-5.761,0.258,0.0145,0.0767,0.626
-4.813,0.0414,0.0188,0.287,0.545
-4.782,0.0933,0.135,0.11,0.302
-4.55,0.0692,0.357,0.853,0.85
-6.298,0.041,0.0022,0.0664,0.0694
-2.686,0.0296,0.00828,0.172,0.86
-10.881,0.371,0.0373,0.187,0.273
-2.842,0.031,0.000972,0.204,0.919
-5.242,0.0696,0.0158,0.0868,0.716
-8.838,0.0338,0.115,0.0895,0.486
-5.014,0.0445,0.617,0.167,0.574
-6.761,0.0268,0.0509,0.0833,0.212
-5.792,0.102,0.000238,0.156,0.643
-4.892,0.226,0.0272,0.167,0.497
-2.932,0.0595,0.00777,0.294,0.875
-4.343,0.0564,0.0654,0.123,0.629
-3.145,0.0509,0.112,0.116,0.438
-4.696,0.0506,0.0142,0.108,0.849
-6.019,0.0519,0.0358,0.126,0.331
-3.674,0.103,0.0679,0.127,0.301
-4.568,0.034,0.0117,0.0418,0.781
-6.798,0.0363,0.00454,0.0335,0.679
-7.471,0.108,0.0166,0.0721,0.179
-7.079,0.03,0.00144,0.0944,0.552
-6.63,0.0414,0.0368,0.0694,0.879
-6.425,0.137,0.0525,0.115,0.531
-3.382,0.1,0.0811,0.361,0.613
-3.443,0.0479,0.027,0.652,0.358
-4.278,0.0387,0.00948,0.113,0.271
-8.438,0.188,0.0103,0.35,0.339
-6.245,0.0805,0.00234,0.174,0.323
-2.632,0.206,0.186,0.097,0.508
-4.023,0.0353,0.000802,0.2,0.864
-6.235,0.0545,0.155,0.121,0.836
-6.896,0.0358,0.607,0.107,0.674
-5.324,0.0554,0.0991,0.262,0.437
-2.494,0.0737,0.009,0.0596,0.888
-6.591,0.0439,0.209,0.217,0.39
-5.448,0.0963,0.00657,0.102,0.286
-4.269,0.14,0.0239,0.371,0.682
-4.364,0.0873,0.00131,0.598,0.571
-7.186,0.0249,0.822,0.0926,0.343
-6.17,0.0367,0.0297,0.131,0.78
-3.113,0.032,0.00107,0.0801,0.721
-5.456,0.167,0.0159,0.0895,0.521
-6.221,0.0347,0.00385,0.287,0.237
-2.063,0.0543,0.0629,0.0969,0.936
-4.289,0.0513,0.134,0.148,0.646
-2.569,0.0429,0.0909,0.0283,0.392
-7.298,0.0344,0.096,0.205,0.286
-5.197,0.051,0.0548,0.144,0.206
-4.282,0.0475,0.046,0.112,0.684
-8.558,0.356,0.000107,0.111,0.39
-5.099,0.0367,0.0749,0.392,0.575
-3.94,0.0833,0.0034,0.0986,0.689
-6.849,0.0593,0.0026,0.686,0.238
-5.52,0.034,0.128,0.383,0.189
-6.628,0.0393,0.248,0.368,0.248
-3.218,0.0487,0.23,0.144,0.569
-10.358,0.265,0.0267,0.0888,0.299
-3.141,0.127,0.000673,0.285,0.538
-6.826,0.0486,0.337,0.082,0.476
-2.963,0.076,0.0662,0.473,0.573
-9.504,0.122,0.121,0.132,0.337
-7.707,0.0489,0.00412,0.0783,0.881
-3.686,0.0627,0.106,0.668,0.236
-5.697,0.0523,0.0038,0.161,0.643
-4.165,0.0431,0.049,0.309,0.867
-6.985,0.293,0.0619,0.0457,0.662
-8.966,0.038,0.0426,0.101,0.862
-6.849,0.0696,0.019,0.131,0.501
-7.222,0.0859,0.0241,0.0636,0.253
-2.69,0.0645,0.0205,0.296,0.722
-4.399,0.0316,0.112,0.111,0.254
-8.532,0.04,0.695,0.0944,0.131
-4.586,0.402,0.0545,0.0524,0.559
-1.702,0.0533,0.173,0.331,0.8
-3.632,0.158,0.039,0.341,0.542
-6.096,0.0584,0.00112,0.0748,0.402
-6.476,0.0327,0.0125,0.0946,0.496
-4.457,0.0786,0.0291,0.0862,0.847
-5.351,0.0363,0.00137,0.0714,0.0381
-7.321,0.232,0.0348,0.307,0.759
-4.814,0.0441,0.00453,0.103,0.213
-6.535,0.15,0.124,0.0616,0.85
-2.81,0.0336,0.0495,0.101,0.398
-4.633,0.0521,0.0736,0.0631,0.433
-4.829,0.0309,0.000189,0.0889,0.836
-4.802,0.104,0.0738,0.239,0.502
-6.478,0.0368,0.0483,0.104,0.8
-4.831,0.0593,0.000688,0.0682,0.526
-3.68,0.0715,0.0525,0.12,0.624
-3.617,0.0912,0.00726,0.375,0.952
-4.1,0.0517,0.0101,0.0809,0.573
-4.76,0.311,0.00144,0.108,0.578
-6.164,0.0501,0.00963,0.311,0.902
-5.441,0.0439,0.00616,0.315,0.763
-6.107,0.322,0.000986,0.176,0.283
-5.791,0.0558,0.0157,0.13,0.11
-4.059,0.333,0.0217,0.26,0.684
-2.671,0.0284,0.00952,0.153,0.824
-4.341,0.064,0.0271,0.537,0.567
-7.444,0.0939,0.162,0.247,0.427
-3.782,0.0374,0.332,0.316,0.638
-3.015,0.0321,0.19,0.269,0.428
-3.121,0.071,0.025,0.586,0.409
-6.798,0.0363,0.00454,0.0335,0.679
-7.596,0.0323,0.186,0.217,0.405
-5.358,0.05,0.00264,0.427,0.281
-8.262,0.0909,0.104,0.0964,0.155
-4.175,0.0514,0.0469,0.0525,0.53
-6.87,0.275,0.0239,0.11,0.662
-7.079,0.03,0.00144,0.0944,0.552
-4.292,0.0453,0.107,0.119,0.546
-5.031,0.0432,0.31,0.105,0.329
-5.151,0.0483,0.0111,0.416,0.282
-5.066,0.0483,0.41,0.237,0.58
-6.028,0.0457,0.0203,0.147,0.8
-9.582,0.0568,0.452,0.0953,0.243
-5.705,0.049,0.00176,0.354,0.469
-3.939,0.1,0.0525,0.136,0.517
-8.035,0.081,0.00304,0.263,0.519
-3.942,0.109,0.197,0.0567,0.582
-4.813,0.0387,0.00357,0.209,0.369
-6.594,0.0748,0.307,0.111,0.447
-6.299,0.0563,0.0143,0.602,0.12
-7.829,0.161,0.0331,0.156,0.56
-4.534,0.0253,0.0831,0.162,0.224
-7.2,0.0427,0.0192,0.089,0.349
-4.672,0.0454,0.00627,0.119,0.34
-4.821,0.0418,0.00487,0.354,0.455
-4.625,0.035,0.255,0.108,0.582
-3.715,0.0396,0.00262,0.0958,0.748
-6.901,0.0831,0.0594,0.256,0.156
-3.835,0.0509,0.00351,0.107,0.748
-4.751,0.0581,0.0059,0.213,0.689
-6.383,0.0407,0.0755,0.271,0.571
-2.986,0.0465,0.0227,0.0789,0.486
-4.653,0.029,0.136,0.698,0.952
-3.464,0.0753,0.0366,0.0751,0.193
-6.262,0.0342,0.407,0.107,0.349
-4.758,0.056,0.0466,0.111,0.609
-7.828,0.057,0.0839,0.0753,0.674
-5.217,0.03,0.0391,0.0632,0.145
-6.664,0.0503,0.234,0.0946,0.512
-5.28,0.0431,0.0412,0.324,0.937
-5.177,0.032,0.0206,0.146,0.417
-5.794,0.0334,0.00882,0.37,0.484
-7.054,0.217,0.322,0.426,0.465
-3.763,0.044,0.0098,0.0561,0.765
-6.286,0.0368,0.132,0.114,0.253
-7.436,0.0961,0.00411,0.0733,0.289
-5.7,0.0527,0.181,0.124,0.449
-5.473,0.0269,0.00242,0.255,0.369
-6.542,0.289,0.128,0.0769,0.661
-3.084,0.101,0.015,0.415,0.716
-6.561,0.0376,0.00215,0.0477,0.668
-7.335,0.0572,0.385,0.104,0.244
-3.208,0.113,0.294,0.076,0.862
-10.164,0.0283,0.945,0.117,0.125
-3.799,0.219,0.103,0.164,0.357
-8.648,0.0434,0.932,0.088,0.387
-3.364,0.0354,0.0191,0.0536,0.878
-4.662,0.183,0.219,0.0908,0.962
-6.123,0.0512,0.00314,0.165,0.353
-4.871,0.064,0.0239,0.207,0.666
-4.141,0.0697,0.0904,0.0491,0.377
-6.46,0.0898,0.000185,0.593,0.328
-6.444,0.0414,0.588,0.11,0.184
-4.993,0.0381,0.0422,0.305,0.925
-2.88,0.0499,0.0197,0.0685,0.572
-7.064,0.0322,0.922,0.132,0.331
-7.195,0.0487,0.00865,0.122,0.599
-3.726,0.0503,0.0573,0.124,0.961
-2.505,0.0387,0.0932,0.379,0.568
-3.753,0.124,0.192,0.109,0.519
-3.539,0.0315,0.0703,0.0829,0.348
-5.469,0.0642,0.00521,0.336,0.76
-5.346,0.188,0.0141,0.306,0.247
-7.321,0.232,0.0348,0.307,0.759
-5.51,0.0295,0.0179,0.0675,0.893
-3.927,0.088,0.00125,0.328,0.411
-7.51,0.107,0.15,0.111,0.431
-7.573,0.0492,0.000132,0.0658,0.726
-6.104,0.19,0.0885,0.201,0.287
-6.253,0.0406,0.328,0.104,0.235
-3.405,0.0841,0.129,0.115,0.51
-5.949,0.131,0.00215,0.31,0.178
-6.886,0.25,0.0802,0.162,0.721
-5.356,0.0258,0.0219,0.623,0.78
-5.225,0.0997,0.392,0.11,0.386
-6.223,0.179,0.0668,0.214,0.646
-4.078,0.0808,0.0287,0.343,0.348
-4.1,0.156,0.00107,0.057,0.0815
-4.087,0.0981,0.0295,0.139,0.788
-4.972,0.0385,0.0654,0.117,0.477
-7.314,0.42,0.0505,0.0562,0.18
-3.565,0.0325,0.0215,0.1,0.72
-5.234,0.0428,0.00518,0.181,0.391
-6.003,0.0312,0.175,0.55,0.779
-7.548,0.0487,0.0317,0.285,0.121
-3.32,0.0436,0.000526,0.177,0.182
-3.263,0.248,0.0135,0.0818,0.66
-7.436,0.0929,0.167,0.305,0.416
-4.261,0.0345,0.00489,0.132,0.551
-7.251,0.0343,0.649,0.14,0.0951
-9.334,0.0369,0.00821,0.0829,0.45
-4.528,0.0818,0.0958,0.334,0.304
-4.135,0.0483,0.0862,0.0772,0.203
-5.031,0.0432,0.31,0.105,0.329
-5.324,0.0455,0.0064,0.204,0.284
-7.299,0.0502,0.0355,0.141,0.663
-5.449,0.0338,0.0966,0.0823,0.114
-5.963,0.049,0.0168,0.188,0.616
-3.752,0.0589,0.167,0.0973,0.738
-4.676,0.0339,0.0193,0.101,0.638
-4.052,0.0492,0.00129,0.29,0.383
-8.813,0.0378,0.427,0.0759,0.728
-7.008,0.0659,0.0113,0.635,0.849
-4.389,0.0334,0.00937,0.0764,0.24
-3.519,0.105,0.0467,0.0399,0.96
-4.867,0.0436,0.0309,0.0828,0.458
-3.417,0.091,0.26,0.38,0.751
-7.752,0.035,0.00377,0.0851,0.463
-7.038,0.154,0.0531,0.333,0.471
-5.595,0.0402,0.00245,0.118,0.487
-4.689,0.124,0.0384,0.157,0.756
-5.456,0.167,0.0159,0.0895,0.521
-5.352,0.153,0.0192,0.159,0.625
-2.28,0.0786,0.154,0.191,0.576
-5.948,0.0347,0.00433,0.114,0.545
-4.783,0.0377,0.000739,0.225,0.545
-4.874,0.0377,0.053,0.142,0.621
-3.215,0.0296,0.403,0.128,0.794
-4.237,0.132,0.000569,0.327,0.441
-4.121,0.0396,0.00218,0.0741,0.64
-5.384,0.165,0.0647,0.334,0.942
-7.747,0.0353,0.859,0.115,0.37
-4.451,0.0472,0.304,0.0601,0.939
-4.144,0.0634,0.0373,0.239,0.352
-5.595,0.0294,0.00106,0.199,0.375
-5.488,0.0463,0.019,0.323,0.446
-6.474,0.0279,0.00617,0.209,0.162
-6.735,0.0377,0.162,0.193,0.549
-3.109,0.0411,0.109,0.0947,0.461
-4.998,0.0496,0.0117,0.146,0.499
-5.802,0.0477,0.225,0.119,0.286
-8.554,0.0323,0.746,0.188,0.37
-5.655,0.0432,0.0697,0.208,0.701
-6.279,0.0336,0.0372,0.12,0.786
-8.714,0.0376,0.000792,0.0656,0.735
-6.694,0.0379,0.431,0.151,0.51
-6.902,0.0468,0.00969,0.181,0.401
-7.077,0.0337,0.0553,0.086,0.885
-3.823,0.0414,0.0457,0.143,0.468
-20.514,0.0397,0.559,0.0718,0.234
-4.292,0.041,0.0506,0.0963,0.446
-6.275,0.0783,0.434,0.115,0.437
-4.696,0.0549,0.0915,0.15,0.947
-5.217,0.179,0.204,0.229,0.743
-4.884,0.236,0.563,0.0962,0.64
-5.779,0.194,0.251,0.109,0.124
-3.578,0.0748,0.0132,0.452,0.504
-7.223,0.0824,0.00801,0.0344,0.928
-6.061,0.0295,0.474,0.184,0.591
-7.503,0.0815,0.369,0.0649,0.283
-8.118,0.0956,0.59,0.0811,0.793
-3.081,0.0625,0.00346,0.565,0.274
-5.922,0.0304,0.385,0.0972,0.426
-6.646,0.0484,0.247,0.125,0.275
-4.123,0.0394,0.213,0.322,0.418
-4.091,0.151,0.24,0.325,0.525
-5.593,0.0386,0.00441,0.0853,0.319
-5.412,0.054,0.103,0.0913,0.57
-7.063,0.0515,0.0671,0.135,0.137
-9.461,0.0329,0.0678,0.123,0.337
-3.226,0.219,0.0288,0.817,0.499
-5.298,0.0433,0.0166,0.249,0.654
-5.346,0.188,0.0141,0.306,0.247
-5.709,0.046,0.186,0.174,0.274
-7.803,0.159,0.0158,0.0925,0.239
-7.388,0.106,0.0294,0.139,0.221
-4.036,0.0734,0.000704,0.065,0.69
-5.098,0.0581,0.0185,0.163,0.636
-4.373,0.0731,0.0392,0.388,0.336
-4.164,0.0293,0.0126,0.102,0.407
-6.253,0.0406,0.328,0.104,0.235
-2.868,0.0729,0.00359,0.102,0.56
-10.028,0.145,0.0312,0.0906,0.23
-9.882,0.0317,0.466,0.131,0.412
-5.677,0.141,0.0462,0.0602,0.648
-3.865,0.0882,0.063,0.118,0.594
-5.798,0.0528,0.612,0.0837,0.264
-6.627,0.0379,0.343,0.124,0.481
-3.782,0.0666,0.0375,0.233,0.751
-4.023,0.0393,0.00563,0.0838,0.547
-3.863,0.0527,0.31,0.198,0.613
-6.959,0.0311,0.672,0.0698,0.479
-7.417,0.0741,0.0709,0.106,0.467
-4.94,0.13,0.0696,0.0463,0.506
-5.797,0.0583,0.0921,0.694,0.724
-4.119,0.0469,0.00711,0.0856,0.383
-4.981,0.0621,0.0509,0.257,0.395
-2.86,0.0536,0.141,0.189,0.789
-5.672,0.0369,0.109,0.0657,0.595
-5.046,0.032,0.00767,0.124,0.131
-4.125,0.0388,0.0665,0.382,0.466
-6.251,0.0677,0.00188,0.0869,0.344
-3.991,0.0337,0.0012,0.124,0.355
-4.01,0.0304,0.0223,0.214,0.438
-6.527,0.047,0.0266,0.0874,0.411
-4.792,0.0499,0.0215,0.128,0.74
-8.522,0.134,0.234,0.334,0.964
-5.095,0.0443,0.0399,0.0851,0.682
-6.075,0.0265,0.164,0.113,0.787
-3.803,0.128,0.0244,0.354,0.817
-5.449,0.0338,0.0966,0.0823,0.114
-5.137,0.126,0.0128,0.126,0.56
-11.067,0.0346,0.244,0.12,0.0968
-5.728,0.0457,0.00312,0.269,0.276
-3.724,0.0964,0.213,0.112,0.604
-7.863,0.0551,0.00258,0.0504,0.552
-5.488,0.0404,0.00795,0.0973,0.398
-8.644,0.0302,0.817,0.0869,0.174
-5.738,0.318,0.00256,0.625,0.603
-4.389,0.0334,0.00937,0.0764,0.24
-5.526,0.0425,0.113,0.105,0.583
-5.68,0.102,0.166,0.0575,0.294
-6.003,0.0905,0.0144,0.229,0.528
-5.709,0.0678,0.304,0.0452,0.55
-7.565,0.226,0.271,0.319,0.475
-4.083,0.0284,0.0115,0.167,0.785
-6.447,0.0652,0.154,0.0741,0.217
-3.103,0.0531,0.00419,0.147,0.537
-5.303,0.0464,0.634,0.116,0.437
-5.595,0.0402,0.00245,0.118,0.487
-4.031,0.163,0.0804,0.0793,0.359
-8.19,0.0339,0.769,0.0863,0.0883
-3.697,0.0789,0.0525,0.103,0.593
-5.288,0.203,0.0242,0.118,0.251
-5.474,0.0613,0.0362,0.325,0.395
-7.374,0.0428,0.393,0.0952,0.411
-7.448,0.202,0.0462,0.341,0.654
-9.474,0.0503,0.729,0.109,0.236
-6.684,0.0676,0.0152,0.0486,0.746
-4.697,0.141,0.0242,0.0793,0.784
-4.874,0.0377,0.053,0.142,0.621
-4.038,0.0567,0.041,0.0789,0.197
-6.607,0.0522,0.264,0.0863,0.742
-5.556,0.195,0.223,0.0963,0.189
-7.534,0.0496,0.0384,0.341,0.883
-4.868,0.0587,0.0118,0.294,0.235
-2.215,0.0659,0.00621,0.28,0.375
-6.994,0.052,0.484,0.299,0.527
-6.536,0.0889,0.00407,0.256,0.605
-4.208,0.0631,0.175,0.117,0.647
-3.669,0.045,0.0797,0.299,0.41
-5.036,0.0323,0.093,0.096,0.104
-4.467,0.0619,0.0352,0.317,0.843
-5.231,0.0762,0.0598,0.119,0.396
-5.21,0.0349,0.189,0.104,0.493
-5.402,0.0464,0.0506,0.111,0.95
-3.839,0.0357,0.256,0.0909,0.656
-7.028,0.282,0.165,0.134,0.535
-5.609,0.0536,0.00776,0.329,0.37
-9.828,0.438,0.835,0.28,0.515
-5.599,0.0338,0.414,0.111,0.661
-6.129,0.0342,0.329,0.0854,0.289
-4.943,0.449,0.028,0.366,0.236
-6.052,0.0688,0.0156,0.0545,0.675
-4.931,0.215,0.0561,0.0775,0.728
-6.444,0.0425,0.0915,0.27,0.349
-6.238,0.0946,0.0752,0.0919,0.558
-6.487,0.0377,0.211,0.325,0.412
-3.669,0.045,0.0797,0.299,0.41
-5.715,0.0751,0.0123,0.191,0.702
-5.279,0.0278,0.0371,0.0943,0.672
-3.054,0.0393,0.174,0.0786,0.304
-6.518,0.0959,0.0184,0.158,0.389
-3.456,0.0488,0.0022,0.0905,0.365
-5.008,0.049,0.082,0.0962,0.379
-4.378,0.317,0.255,0.65,0.739
-9.348,0.0286,0.0841,0.105,0.548
-7.789,0.0726,0.337,0.146,0.102
-4.014,0.0397,0.0282,0.24,0.803
-5.094,0.172,0.157,0.136,0.422
-3.406,0.049,0.37,0.0812,0.538
-7.757,0.0419,0.537,0.0936,0.461
-4.188,0.0828,0.0584,0.0933,0.505
-5.825,0.171,0.00451,0.138,0.209
-3.599,0.213,0.0124,0.737,0.657
-4.23,0.0908,0.011,0.0584,0.529
-5.88,0.0409,0.109,0.454,0.168
-5.085,0.0476,0.0281,0.11,0.159
-7.042,0.111,0.343,0.129,0.234
-5.371,0.0349,0.0863,0.135,0.163
-2.787,0.0332,0.199,0.148,0.465
-6.645,0.111,0.0353,0.0843,0.71
-5.267,0.358,0.157,0.189,0.554
-8.091,0.244,0.11,0.0825,0.296
-5.883,0.247,0.0408,0.292,0.603
-3.739,0.0343,0.0241,0.108,0.422
-4.582,0.0876,0.102,0.147,0.743
-4.01,0.0304,0.0223,0.214,0.438
-3.06,0.0426,0.093,0.161,0.536
-3.004,0.0427,0.00609,0.0828,0.715
-5.355,0.0393,0.00835,0.113,0.566
-4.792,0.0499,0.0215,0.128,0.74
-5.32,0.0385,0.0612,0.353,0.297
-5.093,0.232,0.0812,0.176,0.811
-8.053,0.134,0.621,0.179,0.352
-3.713,0.0346,0.355,0.154,0.673
-3.254,0.103,0.0858,0.135,0.869
-5.728,0.0457,0.00312,0.269,0.276
-6.478,0.029,0.0225,0.104,0.188
-8.094,0.0587,0.00347,0.0504,0.539
-5.948,0.107,0.0162,0.145,0.37
-4.078,0.341,0.106,0.107,0.747
-10.511,0.0583,0.0862,0.124,0.247
-3.887,0.036,0.00205,0.149,0.53
-4.684,0.0383,0.0807,0.251,0.501
-5.653,0.0898,0.159,0.0599,0.261
-6.003,0.0905,0.0144,0.229,0.528
-5.446,0.0517,0.152,0.0371,0.896
-3.6,0.0397,0.00423,0.0356,0.706
-6.304,0.249,0.161,0.257,0.467
-9.343,0.344,0.615,0.134,0.408
-6.443,0.171,0.151,0.147,0.478
-5.861,0.0432,0.103,0.0644,0.593
-10.027,0.123,0.192,0.105,0.0594
-4.271,0.0496,0.104,0.089,0.429
-3.974,0.104,0.0783,0.0841,0.327
-5.331,0.0436,0.0199,0.0549,0.213
-1.231,0.0515,0.0553,0.336,0.674
-7.286,0.187,0.0559,0.332,0.656
-8.379,0.0366,0.364,0.197,0.23
-5.273,0.082,0.253,0.144,0.401
-5.307,0.0487,0.372,0.277,0.709
-5.092,0.0432,0.0736,0.156,0.501
-7.055,0.0561,0.0435,0.309,0.343
-8.128,0.114,0.0118,0.123,0.247
-5.92,0.148,0.0114,0.108,0.523
-5.556,0.195,0.223,0.0963,0.189
-3.515,0.0824,0.00383,0.0574,0.374
-3.645,0.0446,0.0431,0.159,0.298
-6.983,0.0785,0.453,0.307,0.581
-5.436,0.0624,0.441,0.163,0.248
-4.888,0.0653,0.147,0.311,0.877
-6.127,0.266,0.0102,0.0561,0.729
-9.309,0.0804,0.0253,0.12,0.725
-13.4,0.3,0.687,0.101,0.18
-7.558,0.0695,0.719,0.304,0.71
-5.194,0.053,0.023,0.0526,0.755
-4.081,0.274,0.141,0.178,0.543
-4.503,0.336,0.0235,0.063,0.69
-6.829,0.0322,0.0731,0.0616,0.273
-10.598,0.185,0.107,0.135,0.276
-6.109,0.0345,0.014,0.0756,0.245
-7.274,0.0535,0.00175,0.253,0.356
-4.061,0.0889,0.0239,0.11,0.8
-6.429,0.0286,0.63,0.0902,0.621
-7.45,0.0991,0.67,0.415,0.554
-7.839,0.104,0.0489,0.1,0.397
-3.183,0.0802,0.581,0.0931,0.931
-2.862,0.117,0.0466,0.206,0.463
-4.757,0.17,0.209,0.112,0.846
-8.237,0.0432,0.64,0.169,0.476
-4.068,0.0523,0.406,0.18,0.742
-4.323,0.0312,0.186,0.104,0.418
-4.749,0.0479,0.00683,0.155,0.298
-6.124,0.0696,0.343,0.0983,0.418
-6.769,0.0317,0.0498,0.164,0.446
-6.312,0.0232,0.163,0.106,0.168
-6.156,0.0385,0.0102,0.1,0.62
-3.37,0.0484,0.0847,0.149,0.43
-12.695,0.0478,0.896,0.0795,0.112
-8.795,0.431,0.0102,0.165,0.281
-6.343,0.0868,0.0534,0.308,0.191
-6.288,0.113,0.118,0.0424,0.506
-9.319,0.0581,0.2,0.1,0.166
-8.672,0.0288,0.0262,0.421,0.145
-5.482,0.275,0.0651,0.087,0.52
-5.043,0.123,0.0293,0.104,0.733
-8.227,0.35,0.015,0.0871,0.376
-4.989,0.0339,0.0323,0.29,0.534
-6.589,0.0386,0.102,0.106,0.0951
-4.862,0.0914,0.0178,0.134,0.309
-6.054,0.138,0.163,0.185,0.682
-6.163,0.0649,0.142,0.128,0.355
-4.825,0.0296,0.00778,0.285,0.355
-6.865,0.0539,0.0714,0.112,0.182
-2.512,0.04,0.0837,0.266,0.789
-6.366,0.231,0.00264,0.109,0.401
-5.021,0.0311,0.0362,0.117,0.556
-10.028,0.145,0.0312,0.0906,0.23
-3.862,0.109,0.075,0.187,0.782
-3.791,0.244,0.0117,0.0853,0.405
-7.323,0.286,0.0114,0.35,0.443
-9.681,0.0526,0.469,0.0829,0.167
-5.52,0.0363,0.0234,0.143,0.686
-4.305,0.108,0.0524,0.14,0.708
-3.023,0.0561,0.03,0.255,0.839
-6.779,0.0903,0.000243,0.0975,0.423
-4.424,0.0592,0.0204,0.062,0.265
-4.432,0.0432,0.0969,0.0848,0.777
-4.076,0.236,0.111,0.107,0.588
-3.078,0.0863,0.127,0.15,0.445
-4.097,0.302,0.393,0.165,0.554
-6.35,0.0526,0.00522,0.123,0.17
-6.71,0.0597,0.239,0.117,0.699
-6.471,0.123,0.204,0.126,0.506
-3.304,0.0537,0.0642,0.241,0.66
-7.724,0.294,0.0576,0.122,0.231
-6.759,0.36,0.00402,0.0874,0.394
-5.274,0.0568,0.501,0.117,0.814
-9.144,0.242,0.469,0.297,0.437
-5.314,0.244,0.0611,0.123,0.168
-8.126,0.344,0.022,0.137,0.53
-7.786,0.0576,0.0895,0.261,0.195
-4.256,0.0418,0.091,0.0516,0.547
-2.396,0.0507,0.0435,0.194,0.36
-6.509,0.136,0.0527,0.197,0.417
-5.827,0.0591,0.219,0.225,0.557
-5.661,0.263,0.307,0.104,0.749
-4.035,0.0583,0.381,0.0913,0.966
-5.208,0.233,0.00638,0.0563,0.54
-5.194,0.0358,0.0041,0.33,0.507
-5.181,0.0691,0.00261,0.114,0.592
-5.792,0.109,0.0672,0.346,0.458
-7.733,0.31,0.265,0.147,0.351
-3.949,0.0524,0.0853,0.0839,0.297
-3.094,0.0688,0.0329,0.118,0.632
-4.183,0.0363,0.215,0.253,0.492
-4.844,0.0428,0.00163,0.0456,0.295
-4.699,0.043,0.281,0.234,0.497
-5.404,0.112,0.0814,0.199,0.471
-3.892,0.275,0.00381,0.391,0.78
-3.105,0.0571,0.0642,0.0943,0.872
-3.744,0.217,0.242,0.158,0.486
-3.641,0.314,0.167,0.362,0.472
-4.661,0.0291,0.15,0.104,0.733
-5.126,0.0522,0.0323,0.112,0.356
-7.046,0.0431,0.184,0.0911,0.4
-5.595,0.0545,0.246,0.0765,0.527
-11.377,0.0396,0.256,0.109,0.364
-5.35,0.0387,0.00459,0.306,0.649
-8.374,0.0585,0.0631,0.325,0.0862
-5.74,0.272,0.0285,0.111,0.449
-7.38,0.148,0.0312,0.114,0.525
-4.031,0.0362,0.0605,0.159,0.716
-4.518,0.0429,0.137,0.184,0.678
-8.618,0.0582,0.588,0.358,0.295
-3.079,0.0758,0.158,0.0972,0.651
-4.323,0.058,0.0037,0.0813,0.397
-5.946,0.118,0.428,0.0679,0.585
-6.428,0.0304,0.0215,0.0939,0.219
-5.628,0.139,0.106,0.129,0.273
-4.882,0.0818,0.118,0.111,0.383
-5.309,0.0612,0.134,0.0683,0.272
-5.445,0.134,0.0575,0.106,0.595
-4.282,0.0797,0.034,0.153,0.632
-4.997,0.0764,0.229,0.127,0.175
-6.596,0.0706,0.119,0.0864,0.515
-9.211,0.109,0.0332,0.552,0.357
-6.136,0.0712,0.124,0.131,0.129
-8.28,0.206,0.149,0.114,0.333
-6.343,0.0868,0.0534,0.308,0.191
-5.335,0.149,0.176,0.118,0.163
-7.23,0.2,0.349,0.34,0.218
-3.061,0.0449,0.171,0.112,0.437
-2.384,0.0504,0.205,0.128,0.534
-3.998,0.129,0.099,0.372,0.65
-5.723,0.0804,0.556,0.102,0.711
-5.507,0.0594,0.04,0.294,0.354
-5.266,0.0315,0.194,0.248,0.261
-3.24,0.11,0.037,0.0814,0.592
-7.442,0.12,0.0236,0.101,0.342
-3.714,0.222,0.00513,0.124,0.446
-6.112,0.0409,0.217,0.0812,0.22
-4.167,0.228,0.157,0.0642,0.617
-4.483,0.151,0.0145,0.742,0.615
-4.979,0.093,0.0762,0.111,0.188
-10.109,0.0333,0.934,0.095,0.12
-5.145,0.184,0.0876,0.106,0.395
-4.546,0.0437,0.0441,0.35,0.565
-8.074,0.123,0.0165,0.104,0.423
-9.127,0.412,0.088,0.136,0.376
-4.954,0.0356,0.17,0.307,0.175
-3.445,0.214,0.542,0.0595,0.442
-5.32,0.183,0.0305,0.325,0.188
-5.298,0.056,0.0338,0.3,0.694
-4.88,0.145,0.258,0.123,0.473
-3.695,0.0464,0.354,0.104,0.82
-5.232,0.213,0.00413,0.0537,0.216
-4.926,0.172,0.0553,0.129,0.635
-5.52,0.0363,0.0234,0.143,0.686
-7.518,0.0531,0.109,0.12,0.454
-5.008,0.299,0.000813,0.128,0.376
-6.531,0.143,0.202,0.108,0.158
-4.946,0.0597,0.0605,0.0926,0.552
-4.099,0.0378,0.0425,0.0761,0.422
-4.547,0.0714,0.0233,0.094,0.62
-5.934,0.0558,0.0233,0.237,0.268
-4.75,0.15,0.0168,0.118,0.584
-6.26,0.0654,0.811,0.191,0.852
-8.339,0.201,0.159,0.409,0.0793
-12.808,0.028,0.113,0.155,0.237
-4.614,0.0448,0.124,0.204,0.306
-2.867,0.045,0.374,0.0586,0.687
-5.946,0.113,0.0153,0.133,0.267
-3.112,0.0589,0.165,0.0501,0.794
-3.093,0.0853,0.256,0.17,0.286
-5.114,0.463,0.0169,0.124,0.152
-4.399,0.038,0.0476,0.0543,0.582
-4.618,0.0331,0.0167,0.157,0.2
-5.68,0.121,0.312,0.179,0.464
-10.068,0.029,0.883,0.0984,0.52
-6.073,0.247,0.328,0.198,0.748
